EdgeID,from_id,to_id,Timestamp,Amount Sent,Sent Currency,Amount Received,Received Currency,Payment Format,Is Laundering
1562,864,1336,10,12164.56,0,12164.56,0,2,0
1610,1376,1376,10,9799.03,0,9799.03,0,0,0
1638,1396,1396,10,20.36,0,20.36,0,0,0
1644,1402,1402,10,1098415.11,0,1098415.11,0,0,0
1652,1407,1407,10,2150.71,0,2150.71,0,0,0
1653,602,1408,10,16533.2,0,16533.2,0,1,0
1668,1418,1418,10,867.42,0,867.42,0,0,0
1675,1415,1415,10,6.73,0,6.73,0,0,0
1685,1433,1433,10,4017.24,0,4017.24,0,0,0
1733,1481,1481,10,8306.68,0,8306.68,0,0,0
1777,1519,1519,10,22741.27,0,22741.27,0,0,0
1802,1540,1540,10,177208.05,0,177208.05,0,4,0
1899,1632,1632,10,18843.48,0,18843.48,0,0,0
1958,1682,1682,10,646472.01,0,646472.01,0,0,0
2005,1714,1714,10,17864.76,0,17864.76,0,0,0
2007,1716,1716,10,2873.33,0,2873.33,0,0,0
2096,1789,1789,10,373309.15,0,373309.15,0,0,0
2109,127,1802,10,1433.68,0,1433.68,0,1,0
2170,1851,1851,10,157382.16,0,157382.16,0,0,0
2182,1860,1858,10,12314.9,0,12314.9,0,2,0
2185,313,1862,10,50838.73,0,50838.73,0,3,0
2205,1871,1871,10,102720.89,0,102720.89,0,0,0
2217,1884,1884,10,64453.87,0,64453.87,0,0,0
2234,1900,1900,10,5.37,0,5.37,0,0,0
2312,1969,1970,10,9622.13,0,9622.13,0,3,0
2314,1972,1972,10,6153.29,0,6153.29,0,0,0
2315,1973,1974,10,354.58,0,354.58,0,3,0
2338,1991,1991,10,13239.48,0,13239.48,0,0,0
2390,2042,2043,10,69.82,0,69.82,0,2,0
2439,2087,2087,10,9.81,0,9.81,0,0,0
2448,2095,2076,10,64.95,0,64.95,0,2,0
2455,2102,2102,10,7344.26,0,7344.26,0,0,0
2475,2123,2123,10,2783.72,0,2783.72,0,0,0
2501,2122,2122,10,6.97,0,6.97,0,0,0
2574,2200,2208,10,6.26,0,6.26,0,2,0
2620,2242,2242,10,10.01,0,10.01,0,0,0
2658,2289,2289,10,7586.31,0,7586.31,0,0,0
2684,2315,2315,10,23.98,0,23.98,0,0,0
2717,2334,2334,10,18410.83,0,18410.83,0,0,0
2733,2347,2347,10,2502.33,0,2502.33,0,0,0
2761,2364,2364,10,18.02,0,18.02,0,0,0
2764,2367,2367,10,642.0,0,642.0,0,0,0
2766,384,2369,10,51389375.64,0,51389375.64,0,1,0
2784,2380,2380,10,356446.17,0,356446.17,0,0,0
2934,2509,2509,10,20.81,0,20.81,0,0,0
2942,2515,2515,10,83419.82,0,83419.82,0,0,0
2946,2517,2518,10,54108.64,0,54108.64,0,4,0
2948,2519,2520,10,5146.55,0,5146.55,0,2,0
2951,2519,2520,10,6630.59,0,6630.59,0,5,0
2965,2532,2532,10,9.38,0,9.38,0,0,0
2997,2556,2556,10,407.96,0,407.96,0,0,0
3001,2559,2559,10,339565.22,0,339565.22,0,0,0
3022,2577,2577,10,7852.17,0,7852.17,0,0,0
3026,2581,2581,10,15.69,0,15.69,0,0,0
3036,2589,2589,10,22090.93,0,22090.93,0,0,0
3052,2604,2604,10,16.91,0,16.91,0,0,0
3076,174,2628,10,15341.84,0,15341.84,0,1,0
3122,2673,2674,10,19.41,0,19.41,0,2,0
3126,2671,2671,10,22.84,0,22.84,0,0,0
3161,2704,2704,10,21.91,0,21.91,0,0,0
3185,2720,2720,10,23.86,0,23.86,0,0,0
3223,2755,2756,10,6303.21,0,6303.21,0,2,0
3243,2771,2771,10,300268.19,0,300268.19,0,0,0
3285,2798,2798,10,22445.71,0,22445.71,0,0,0
3313,2817,2817,10,4118.49,0,4118.49,0,0,0
3363,2864,2864,10,97216.48,0,97216.48,0,0,0
3381,2878,2878,10,22.59,0,22.59,0,0,0
3415,2902,2903,10,33079287.14,0,33079287.14,0,3,0
3422,2908,2908,10,6.29,0,6.29,0,0,0
3437,135,2923,10,1064.04,0,1064.04,0,1,0
3454,2937,2937,10,11696.82,0,11696.82,0,0,0
3460,2941,2941,10,14.59,0,14.59,0,0,0
3514,2996,2996,10,15.76,0,15.76,0,0,0
3558,3027,3027,10,25190.32,0,25190.32,0,0,0
3589,3057,3057,10,18.36,0,18.36,0,0,0
3647,3106,3106,10,7.11,0,7.11,0,0,0
3682,3134,3135,10,631709.34,0,631709.34,0,1,0
3693,3146,3146,10,1780.91,0,1780.91,0,0,0
3700,3153,3153,10,4134.5,0,4134.5,0,0,0
3714,3167,3167,10,20.09,0,20.09,0,0,0
3729,3181,3181,10,23.41,0,23.41,0,0,0
3778,500,3219,10,543.63,0,543.63,0,3,0
3790,3230,3230,10,4084.88,0,4084.88,0,0,0
3804,3239,3240,10,2438406.9,0,2438406.9,0,4,0
3808,3244,3244,10,580746.29,0,580746.29,0,0,0
3828,3260,3260,10,1152566.86,0,1152566.86,0,0,0
3878,135,3299,10,33647.6,0,33647.6,0,4,0
3893,3308,3308,10,955.87,0,955.87,0,0,0
3915,3323,3323,10,17.61,0,17.61,0,0,0
3953,3349,3349,10,21.52,0,21.52,0,0,0
3957,3353,3353,10,1497.19,0,1497.19,0,0,0
3973,3365,3365,10,4789.46,0,4789.46,0,0,0
3991,3377,3377,10,29228.96,0,29228.96,0,0,0
3992,3378,3378,10,1106.08,0,1106.08,0,0,0
4003,3387,3387,10,20.62,0,20.62,0,0,0
4024,3403,3403,10,4.21,0,4.21,0,0,0
4034,3416,3416,10,18.92,0,18.92,0,0,0
4073,3445,3445,10,181.71,0,181.71,0,0,0
4078,3447,3447,10,17592.36,0,17592.36,0,0,0
4080,3449,3449,10,74805.4,0,74805.4,0,0,0
4083,3450,3450,10,131927.66,0,131927.66,0,0,0
4086,3454,3454,10,1087713.07,0,1087713.07,0,0,0
4116,3474,3474,10,19.68,0,19.68,0,0,0
4118,135,3475,10,14777.01,0,14777.01,0,2,0
4123,3477,3476,10,6358.22,0,6358.22,0,3,0
4201,3548,3548,10,4.27,0,4.27,0,0,0
4212,3554,3554,10,39994.79,0,39994.79,0,0,0
4226,3566,3566,10,4785.2,0,4785.2,0,0,0
4243,3576,3576,10,597400.67,0,597400.67,0,0,0
4246,3580,3580,10,11.83,0,11.83,0,0,0
4311,163,3628,10,22321.19,0,22321.19,0,3,0
4380,3691,3692,10,170.07,0,170.07,0,2,0
4431,3738,3738,10,6875.39,0,6875.39,0,0,0
4445,3752,3752,10,176.43,0,176.43,0,0,0
4556,3840,3840,10,5446.74,0,5446.74,0,0,0
4565,3848,3848,10,6.58,0,6.58,0,0,0
4588,3868,3867,10,3692638.88,0,3692638.88,0,1,0
4665,3930,3930,10,1475.28,0,1475.28,0,0,0
4675,3941,3941,10,367.28,0,367.28,0,0,0
4683,3947,3947,10,29460.13,0,29460.13,0,0,0
4730,3979,3979,10,3368.39,0,3368.39,0,0,0
4901,4108,4108,10,14.39,0,14.39,0,0,0
4946,4142,4142,10,6.73,0,6.73,0,0,0
4970,4165,4165,10,168961.64,0,168961.64,0,0,0
56,69,70,70,9.57,0,9.57,0,2,0
62,72,76,70,2782.0,0,2782.0,0,3,0
133,141,141,70,24.37,0,24.37,0,0,0
160,165,165,70,10.46,0,10.46,0,0,0
165,170,170,70,1383.6,0,1383.6,0,0,0
169,172,172,70,10.35,0,10.35,0,0,0
210,209,209,70,16.23,0,16.23,0,0,0
233,228,228,70,1214.87,0,1214.87,0,0,0
270,258,258,70,305086.45,0,305086.45,0,0,0
302,135,278,70,18722.79,0,18722.79,0,2,0
342,283,307,70,97.56,0,97.56,0,2,0
375,335,335,70,33877.87,0,33877.87,0,0,0
447,398,398,70,2448390.29,0,2448390.29,0,0,0
468,415,415,70,10.69,0,10.69,0,0,0
480,423,423,70,17.87,0,17.87,0,0,0
512,450,450,70,11604.41,0,11604.41,0,0,0
536,472,472,70,2667.86,0,2667.86,0,0,0
557,493,493,70,15.43,0,15.43,0,0,0
569,504,504,70,8976.52,0,8976.52,0,0,0
591,519,519,70,15.77,0,15.77,0,0,0
596,522,525,70,7.83,0,7.83,0,2,0
615,539,539,70,162224.0,0,162224.0,0,0,0
637,555,555,70,17.25,0,17.25,0,0,0
671,588,588,70,822.7,0,822.7,0,0,0
676,591,591,70,13.31,0,13.31,0,0,0
742,645,645,70,446.32,0,446.32,0,0,0
792,690,690,70,9797.59,0,9797.59,0,0,0
819,720,720,70,14.82,0,14.82,0,0,0
892,766,767,70,36804.93,0,36804.93,0,1,0
919,791,791,70,5.42,0,5.42,0,0,0
940,809,810,70,6.81,0,6.81,0,2,0
985,859,859,70,9.44,0,9.44,0,0,0
1027,895,895,70,7144.1,0,7144.1,0,0,0
1034,886,886,70,14.07,0,14.07,0,0,0
1144,991,991,70,3990.19,0,3990.19,0,0,0
1189,1028,1029,70,2241.71,0,2241.71,0,1,0
1197,1035,1035,70,47001.39,0,47001.39,0,0,0
1201,1038,1038,70,1704.19,0,1704.19,0,0,0
1260,1095,1096,70,947.52,0,947.52,0,5,0
1262,1098,1098,70,2165.33,0,2165.33,0,0,0
1263,1099,1099,70,432682.74,0,432682.74,0,0,0
1284,1117,1117,70,13.84,0,13.84,0,0,0
1288,982,1121,70,11264734.49,0,11264734.49,0,1,0
1315,1138,1138,70,206.45,0,206.45,0,0,0
1357,1177,1177,70,123616.22,0,123616.22,0,0,0
1429,1242,1242,70,3302.41,0,3302.41,0,0,0
1435,167,1244,70,42290.37,0,42290.37,0,1,0
1442,1252,1252,70,27687.57,0,27687.57,0,0,0
1448,1258,1258,70,450.93,0,450.93,0,0,0
1459,1266,1266,70,7245269.46,0,7245269.46,0,0,0
1482,1280,1280,70,16.73,0,16.73,0,0,0
1509,1297,1297,70,818557.95,0,818557.95,0,0,0
1613,1379,1378,70,27794.58,0,27794.58,0,3,0
1628,1390,1391,70,16842627.73,0,16842627.73,0,4,0
1658,1410,1410,70,998350.28,0,998350.28,0,0,0
1663,1412,1412,70,645.61,0,645.61,0,0,0
1679,1427,1427,70,19.03,0,19.03,0,0,0
1740,1488,1488,70,1143.96,0,1143.96,0,0,0
1793,1534,1535,70,343.1,0,343.1,0,2,0
1812,1550,1551,70,6.42,0,6.42,0,2,0
1878,1609,1609,70,10371.53,0,10371.53,0,0,0
1922,1625,1625,70,13.85,0,13.85,0,0,0
1934,135,1658,70,1568386.22,0,1568386.22,0,4,0
2038,1741,1741,70,12.77,0,12.77,0,0,0
2075,1773,1773,70,254729.38,0,254729.38,0,0,0
2077,1074,1773,70,1008.98,0,1008.98,0,2,0
2149,1834,1834,70,440.66,0,440.66,0,0,0
2188,135,1863,70,56973.09,0,56973.09,0,1,0
2207,1873,1873,70,1945.13,0,1945.13,0,0,0
2340,1993,1994,70,3957.51,0,3957.51,0,3,0
2386,1997,1997,70,24.61,0,24.61,0,0,0
2524,2164,2164,70,100504.92,0,100504.92,0,0,0
2543,2182,2182,70,8.72,0,8.72,0,0,0
2560,2194,2194,70,4845163.91,0,4845163.91,0,0,0
2626,2256,2256,70,23.32,0,23.32,0,0,0
2637,2267,2267,70,7.43,0,7.43,0,0,0
2665,2273,2296,70,3275285.62,0,3275285.62,0,3,0
2702,2325,2325,70,14878.47,0,14878.47,0,0,0
2703,2265,2325,70,5373.68,0,5373.68,0,1,0
2706,2326,2326,70,22.94,0,22.94,0,0,0
2743,2349,2349,70,8.5,0,8.5,0,0,0
2833,2416,2416,70,76673.2,0,76673.2,0,0,0
2845,2429,2429,70,7073.24,0,7073.24,0,0,0
2926,2501,2501,70,8.52,0,8.52,0,0,0
2993,2552,2553,70,44.02,0,44.02,0,2,0
3020,2575,2575,70,1045.5,0,1045.5,0,0,0
3027,2582,2583,70,1.57,0,1.57,0,2,0
3028,2569,2569,70,19.55,0,19.55,0,0,0
3045,2598,2598,70,33795.0,0,33795.0,0,0,0
3121,2672,2672,70,32.16,0,32.16,0,0,0
3144,2689,2689,70,66364.15,0,66364.15,0,0,0
3152,2696,2696,70,1360.8,0,1360.8,0,0,0
3169,2711,2711,70,2043.33,0,2043.33,0,0,0
3198,2735,2735,70,99756.74,0,99756.74,0,0,0
3217,2750,2750,70,185940.27,0,185940.27,0,0,0
3220,2753,2753,70,261156.93,0,261156.93,0,0,0
3232,2763,2763,70,4865890.76,0,4865890.76,0,0,0
3282,2795,2795,70,329853.05,0,329853.05,0,0,0
3370,2868,2868,70,110.34,0,110.34,0,0,0
3405,135,2893,70,99949.92,0,99949.92,0,4,0
3446,2928,2928,70,12966.94,0,12966.94,0,0,0
3489,2971,2971,70,77.1,0,77.1,0,0,0
3496,2960,2960,70,19.77,0,19.77,0,0,0
3524,135,3003,70,4522.49,0,4522.49,0,2,0
3527,3004,3004,70,175603.58,0,175603.58,0,0,0
3531,142,3006,70,67279.35,0,67279.35,0,1,0
3547,3023,3024,70,1420284.0,0,1420284.0,0,1,0
3629,3091,3091,70,7.41,0,7.41,0,0,0
3691,3144,3144,70,160.11,0,160.11,0,0,0
3719,3163,3163,70,17.82,0,17.82,0,0,0
3749,3200,3200,70,12.24,0,12.24,0,0,0
3813,3249,3249,70,18750.3,0,18750.3,0,0,0
3815,3251,3251,70,1500.72,0,1500.72,0,0,0
3879,3300,3300,70,5.35,0,5.35,0,0,0
3881,160,3301,70,21453.08,0,21453.08,0,1,0
3890,3306,3306,70,13.14,0,13.14,0,0,0
3894,3309,3310,70,503.57,0,503.57,0,3,0
3916,3324,3324,70,6180262.21,0,6180262.21,0,0,0
3919,3327,3327,70,2725.37,0,2725.37,0,0,0
3923,3326,3326,70,17.46,0,17.46,0,0,0
4006,3389,3389,70,832466.46,0,832466.46,0,0,0
4009,3392,3392,70,1463.16,0,1463.16,0,0,0
4021,3391,3391,70,9.51,0,9.51,0,0,0
4051,3433,3433,70,15.4,0,15.4,0,0,0
4066,1371,3442,70,20923.14,0,20923.14,0,4,0
4069,135,3443,70,22552.69,0,22552.69,0,2,0
4179,3509,3509,70,9.38,0,9.38,0,0,0
4189,3536,3537,70,8.94,0,8.94,0,2,0
4227,3567,3567,70,1442.99,0,1442.99,0,0,0
4255,1071,3586,70,2254.5,0,2254.5,0,2,0
4270,3598,3598,70,20.11,0,20.11,0,0,0
4295,3617,3618,70,43547.58,0,43547.58,0,3,0
4337,3654,3654,70,884313.5,0,884313.5,0,0,0
4351,3667,3667,70,8.48,0,8.48,0,0,0
4363,3661,3661,70,12.19,0,12.19,0,0,0
4430,3737,3737,70,500000.8,0,500000.8,0,0,0
4454,2692,3760,70,1325.89,0,1325.89,0,5,0
4500,3796,3796,70,15.78,0,15.78,0,0,0
4511,3803,3803,70,12.77,0,12.77,0,0,0
4519,3810,3811,70,1411.18,0,1411.18,0,1,0
4530,3820,3820,70,12.21,0,12.21,0,0,0
4581,3857,3857,70,4.85,0,4.85,0,0,0
4586,3866,3866,70,94324.82,0,94324.82,0,0,0
4682,3946,3946,70,15.73,0,15.73,0,0,0
4696,3955,3954,70,43020.55,0,43020.55,0,1,0
4752,1967,3992,70,292199.83,0,292199.83,0,1,0
4774,4010,4010,70,119678.53,0,119678.53,0,0,0
4793,4022,4022,70,22.11,0,22.11,0,0,0
4856,4076,4076,70,956.56,0,956.56,0,0,0
4942,4142,4142,70,93.79,0,93.79,0,0,0
5001,135,4189,70,792.92,0,792.92,0,2,1
3,4,4,130,2806.97,0,2806.97,0,0,0
23,25,25,130,9.89,0,9.89,0,0,0
43,54,55,130,25.34,0,25.34,0,2,0
44,56,53,130,146.97,0,146.97,0,2,0
145,138,151,130,310.47,0,310.47,0,1,0
190,122,189,130,19821.49,0,19821.49,0,3,0
198,198,198,130,17871.79,0,17871.79,0,0,0
215,212,213,130,5477.99,0,5477.99,0,3,0
229,224,225,130,27374.91,0,27374.91,0,4,0
264,243,253,130,773.43,0,773.43,0,3,0
307,281,281,130,8.09,0,8.09,0,0,0
367,327,327,130,16.29,0,16.29,0,0,0
376,336,337,130,0.01,0,0.01,0,1,0
400,357,357,130,20.09,0,20.09,0,0,0
417,373,373,130,4196.9,0,4196.9,0,0,0
444,397,397,130,4469344.13,0,4469344.13,0,0,0
454,403,404,130,15958.59,0,15958.59,0,3,0
495,436,436,130,12122.91,0,12122.91,0,0,0
586,513,513,130,16.38,0,16.38,0,0,0
653,569,569,130,4596.66,0,4596.66,0,0,0
668,585,585,130,109169.12,0,109169.12,0,0,0
675,590,590,130,3.14,0,3.14,0,0,0
764,663,663,130,36228.31,0,36228.31,0,0,0
801,700,700,130,6232.27,0,6232.27,0,0,0
850,741,741,130,93.09,0,93.09,0,0,0
863,414,752,130,24082.61,0,24082.61,0,2,0
867,603,753,130,23290.53,0,23290.53,0,4,0
877,757,757,130,3939.47,0,3939.47,0,0,0
922,794,794,130,13187.85,0,13187.85,0,0,0
926,798,798,130,675192.17,0,675192.17,0,0,0
959,831,831,130,61102.57,0,61102.57,0,0,0
989,862,862,130,75753.95,0,75753.95,0,0,0
1035,901,901,130,13.26,0,13.26,0,0,0
1277,1113,1114,130,5016.26,0,5016.26,0,3,0
1285,1118,1118,130,76443.04,0,76443.04,0,0,0
1289,982,1121,130,22901.02,0,22901.02,0,2,0
1328,1145,1145,130,18.93,0,18.93,0,0,0
1383,1203,1203,130,20005.38,0,20005.38,0,0,0
1388,1208,1208,130,27415.33,0,27415.33,0,0,0
1396,1214,1214,130,15.01,0,15.01,0,0,0
1399,1182,1216,130,1.47,0,1.47,0,2,0
1421,1234,1234,130,445013.37,0,445013.37,0,0,0
1485,1281,1281,130,13.43,0,13.43,0,0,0
1519,1304,1304,130,8.73,0,8.73,0,0,0
1565,1339,1339,130,8.22,0,8.22,0,0,0
1575,1345,1345,130,933.19,0,933.19,0,0,0
1614,1379,1378,130,27928.88,0,27928.88,0,5,0
1676,1425,1426,130,7.65,0,7.65,0,2,0
1718,1463,1463,130,82.03,0,82.03,0,0,0
1747,1493,1494,130,6.99,0,6.99,0,2,0
1787,1529,1529,130,2322.03,0,2322.03,0,0,0
1828,135,1562,130,50237552.29,0,50237552.29,0,4,0
1887,1620,1620,130,1758.34,0,1758.34,0,0,0
1892,1625,1625,130,852.19,0,852.19,0,0,0
1896,1629,1629,130,5926.67,0,5926.67,0,0,0
1916,1648,1648,130,18.57,0,18.57,0,0,0
1921,1651,1645,130,6.19,0,6.19,0,2,0
1928,135,1654,130,119.96,0,119.96,0,1,0
1953,1677,1677,130,317614.27,0,317614.27,0,0,0
1960,1320,1682,130,10909.22,0,10909.22,0,1,0
1989,1700,1700,130,15.1,0,15.1,0,0,0
2022,1727,1727,130,5900.62,0,5900.62,0,0,0
2029,1735,1736,130,274450275.0,0,274450275.0,0,1,0
2037,1739,1740,130,55.06,0,55.06,0,5,0
2042,1746,1746,130,408.14,0,408.14,0,0,0
2051,1755,1755,130,75681.42,0,75681.42,0,0,0
2068,1761,1761,130,18.13,0,18.13,0,0,0
2070,1758,1758,130,4.3,0,4.3,0,0,0
2086,1783,1783,130,5715.26,0,5715.26,0,0,0
2091,1786,1787,130,0.26,0,0.26,0,2,0
2142,1829,1829,130,12.35,0,12.35,0,0,0
2157,1842,1842,130,17.67,0,17.67,0,0,0
2202,728,1870,130,35863.52,0,35863.52,0,1,0
2208,1874,1874,130,27535.27,0,27535.27,0,0,0
2214,1881,1881,130,4464.01,0,4464.01,0,0,0
2238,1904,1904,130,97.12,0,97.12,0,0,0
2245,1912,1912,130,21692.49,0,21692.49,0,0,0
2272,1934,1934,130,179560.43,0,179560.43,0,0,0
2356,2010,2010,130,15352.24,0,15352.24,0,0,0
2424,2074,2074,130,2713.65,0,2713.65,0,0,0
2433,2083,2083,130,3.43,0,3.43,0,0,0
2473,2121,2121,130,28138.37,0,28138.37,0,0,0
2506,2149,2133,130,35.37,0,35.37,0,2,0
2538,2176,2176,130,15.65,0,15.65,0,0,0
2565,2199,2200,130,39982.0,0,39982.0,0,1,0
2566,2201,2201,130,852125.99,0,852125.99,0,0,0
2617,2248,2248,130,6.84,0,6.84,0,0,0
2646,2277,2277,130,25851.28,0,25851.28,0,0,0
2799,2388,2388,130,13166.7,0,13166.7,0,0,0
2865,2446,2446,130,836252.71,0,836252.71,0,0,0
2893,2473,2473,130,5215.16,0,5215.16,0,0,0
2930,2505,2506,130,383.32,0,383.32,0,1,0
2945,2517,2518,130,13547.07,0,13547.07,0,2,0
2980,2542,2542,130,8515.46,0,8515.46,0,0,0
3040,2594,2595,130,50194.0,0,50194.0,0,1,0
3078,2629,2629,130,3101555.07,0,3101555.07,0,0,0
3097,2645,2646,130,0.34,0,0.34,0,2,0
3098,2643,2647,130,263.62,0,263.62,0,2,0
3108,2657,2657,130,48554.1,0,48554.1,0,0,0
3131,2672,2672,130,4.72,0,4.72,0,0,0
3158,2702,2702,130,14.82,0,14.82,0,0,0
3180,2708,2708,130,17.44,0,17.44,0,0,0
3193,2730,2731,130,138.23,0,138.23,0,4,0
3238,2768,2768,130,8.93,0,8.93,0,0,0
3249,128,2775,130,793.66,0,793.66,0,2,0
3306,125,2813,130,130.83,0,130.83,0,3,0
3323,2827,2827,130,738.23,0,738.23,0,0,0
3334,2835,2835,130,831.95,0,831.95,0,0,0
3344,2847,2848,130,1065.27,0,1065.27,0,1,0
3358,2861,2861,130,254.68,0,254.68,0,0,0
3374,2871,2871,130,468135.24,0,468135.24,0,0,0
3379,2876,2877,130,94.4,0,94.4,0,2,0
3391,2885,2885,130,384043.2,0,384043.2,0,0,0
3429,2916,2916,130,4956.95,0,4956.95,0,0,0
3515,2997,2998,130,3896.5,0,3896.5,0,1,0
3579,3041,3041,130,21.47,0,21.47,0,0,0
3615,2379,3082,130,81080.9,0,81080.9,0,1,0
3688,3141,3141,130,68852.1,0,68852.1,0,0,0
3708,3161,3161,130,353.55,0,353.55,0,0,0
3744,3197,3197,130,10753.18,0,10753.18,0,0,0
3797,3233,3233,130,18.97,0,18.97,0,0,0
3930,3333,3332,130,4248.73,0,4248.73,0,2,0
3951,3348,3348,130,20.25,0,20.25,0,0,0
3982,867,3371,130,254.16,0,254.16,0,1,0
4031,3412,3412,130,13216.3,0,13216.3,0,0,0
4040,3421,3421,130,14.54,0,14.54,0,0,0
4071,3443,3443,130,8.57,0,8.57,0,0,0
4093,3452,3452,130,8.37,0,8.37,0,0,0
4129,2409,3480,130,79074.32,0,79074.32,0,1,0
4139,3487,3487,130,47090.95,0,47090.95,0,0,0
4147,3495,3495,130,7063.43,0,7063.43,0,0,0
4158,3505,3505,130,5716.23,0,5716.23,0,0,0
4180,3527,3528,130,169.45,0,169.45,0,2,0
4183,2927,3530,130,5903.41,0,5903.41,0,5,0
4216,1117,3557,130,4664.34,0,4664.34,0,1,0
4258,3589,3589,130,369800.3,0,369800.3,0,0,0
4332,3647,3647,130,12976.91,0,12976.91,0,0,0
4378,3690,3690,130,22.65,0,22.65,0,0,0
4402,3716,3716,130,35599.32,0,35599.32,0,0,0
4425,3733,3734,130,105.66,0,105.66,0,1,0
4432,3739,3740,130,12.1,0,12.1,0,2,0
4433,3741,3741,130,148676.74,0,148676.74,0,0,0
4447,3754,3754,130,22938.8,0,22938.8,0,0,0
4571,3853,3853,130,19.99,0,19.99,0,0,0
4575,3857,3857,130,6338.74,0,6338.74,0,0,0
4593,2916,3869,130,1095.92,0,1095.92,0,1,0
4608,3879,3879,130,715606.99,0,715606.99,0,0,0
4646,2444,3914,130,2146.52,0,2146.52,0,1,0
4652,3919,3918,130,42.04,0,42.04,0,4,0
4684,3948,3948,130,346003.06,0,346003.06,0,0,0
4706,3888,3962,130,13077.82,0,13077.82,0,2,0
4728,3977,3977,130,41945.78,0,41945.78,0,0,0
4764,4001,4001,130,13177155.5,0,13177155.5,0,0,0
4776,791,4011,130,56480.73,0,56480.73,0,1,0
4795,4024,4024,130,24.32,0,24.32,0,0,0
4810,132,4037,130,223750.62,0,223750.62,0,1,0
4812,132,4037,130,86014.99,0,86014.99,0,4,0
4817,489,4040,130,9930.42,0,9930.42,0,1,0
4828,4049,4050,130,13635.79,0,13635.79,0,2,0
4894,4100,4100,130,4867.06,0,4867.06,0,0,0
4913,3623,4116,130,17618.23,0,17618.23,0,1,0
4935,4134,4134,130,318.89,0,318.89,0,0,0
4988,4179,4179,130,2683161.79,0,2683161.79,0,0,0
4995,4184,4184,130,12.19,0,12.19,0,0,0
5,6,6,190,6162.44,0,6162.44,0,0,0
91,109,109,190,1266.68,0,1266.68,0,0,0
96,114,114,190,6.05,0,6.05,0,0,0
100,116,116,190,10.91,0,10.91,0,0,0
107,122,122,190,5439.01,0,5439.01,0,0,0
110,124,124,190,1134.32,0,1134.32,0,2,0
116,126,126,190,4.58,0,4.58,0,0,0
125,133,133,190,212976.7,0,212976.7,0,0,0
161,166,166,190,8.55,0,8.55,0,0,0
257,246,246,190,17.05,0,17.05,0,0,0
280,264,264,190,7.2,0,7.2,0,0,0
303,135,278,190,19780972.52,0,19780972.52,0,4,0
312,283,283,190,21.08,0,21.08,0,0,0
383,344,344,190,5348.81,0,5348.81,0,0,0
467,413,414,190,1102.6,0,1102.6,0,2,0
494,435,435,190,8681.86,0,8681.86,0,0,0
517,456,456,190,7492.99,0,7492.99,0,0,0
531,468,468,190,229.85,0,229.85,0,0,0
555,480,480,190,5.88,0,5.88,0,0,0
